snail_id	date	species	colour	beach_length	beach	weight	sh	sw	ssh	trematode_presence	egg_presence	parasite_collected	parasite_load	trematode_species	behaviour_study	microplastics
CFP1	20/10/23	flat	light	111	castle	0.66	6.6	11.5	0	no 	no	NA	NA	NA	yes	NA
CFP2	20/10/23	flat	light	111	castle	0.75	6.9	10.7	0	no 	no	NA	NA	NA	yes	NA
CFP3	20/10/23	flat	light	111	castle	0.85	4.1	7	0	no 	no	NA	NA	NA	yes	NA
CFP4	20/10/23	flat	dark	111	castle	0.49	6	10.4	0	no 	no	NA	NA	NA	yes	NA
CFP5	20/10/23	flat	dark	111	castle	0.87	7.3	12.1	0	no 	no	NA	NA	NA	yes	NA
CFP6	20/10/23	flat	light	111	castle	0.68	6.8	11.4	0	no 	no	NA	NA	NA	yes	NA
CFP7	20/10/23	flat	dark	111	castle	0.5	8.7	11.4	0	no 	no	NA	NA	NA	yes	NA
CFP8	20/10/23	flat	light	111	castle	0.34	5.5	9.2	0	no 	no	NA	NA	NA	yes	NA
CFP9	20/10/23	flat	dark	111	castle	0.43	5.9	10.1	0	no 	no	NA	NA	NA	yes	NA
CFP10	20/10/23	flat	dark	111	castle	0.77	7	12.2	0	no 	no	NA	NA	NA	yes	NA
CFP11	20/10/23	flat	dark	111	castle	0.37	5.3	9.2	0	no 	no	NA	NA	NA	yes	NA
CFP12	20/10/23	flat	light	111	castle	0.46	6.9	12.2	0	no 	no	NA	NA	NA	yes	NA
CFP13	20/10/23	flat	light	111	castle	0.36	5	9.1	0	no 	no	NA	NA	NA	yes	NA
CFP14	20/10/23	flat	dark	111	castle	0.44	5.2	9.1	0	no 	no	NA	NA	NA	yes	NA
CFP15	20/10/23	flat	dark	111	castle	0.44	5.9	9.8	0	no 	no	NA	NA	NA	yes	NA
CFP16	20/10/23	flat	light	111	castle	0.39	5.4	9.4	0	no 	no	NA	NA	NA	yes	NA
CFP17	20/10/23	flat	dark	111	castle	0.55	6.1	10.7	0	no 	no	NA	NA	NA	yes	NA
CFP18	20/10/23	flat	light	111	castle	0.43	5.8	9.1	0	no 	no	NA	NA	NA	yes	NA
CFP19	20/10/23	flat	light	111	castle	0.64	6.4	11.2	0	no 	no	NA	NA	NA	yes	NA
CFP20	20/10/23	flat	dark	111	castle	0.73	6.8	11.9	0	no 	no	NA	NA	NA	yes	NA
CFP21	20/10/23	flat	dark	111	castle	0.73	6.6	11.7	0	no 	no	NA	NA	NA	yes	NA
CFP22	20/10/23	flat	light	111	castle	0.63	6.3	11.1	0	no 	no	NA	NA	NA	yes	NA
CFP23	20/10/23	flat	light	111	castle	0.73	4.3	6.2	0	no 	no	NA	NA	NA	yes	NA
CFP24	20/10/23	flat	dark	111	castle	0.52	6.1	10.4	0	no 	no	NA	NA	NA	yes	NA
CFP25	20/10/23	flat	light	111	castle	0.3	5	8.5	0	no 	no	NA	NA	NA	yes	NA
CFP26	20/10/23	flat	light	111	castle	0.37	5.3	8.8	0	no 	no	NA	NA	NA	yes	NA
CFP27	20/10/23	flat	dark	111	castle	0.65	6.3	11	0	no 	no	NA	NA	NA	yes	NA
CFP28	20/10/23	flat	light	111	castle	0.47	5.6	9.6	0	no 	no	NA	NA	NA	yes	NA
CFP29	20/10/23	flat	dark	111	castle	0.76	6.8	11.6	0	no 	no	NA	NA	NA	yes	NA
CFP30	20/10/23	flat	light	111	castle	0.71	6.3	11.1	0	no 	no	NA	NA	NA	yes	NA
CFP31	20/10/23	flat	dark	111	castle	0.24	4.8	8	0	no 	no	NA	NA	NA	yes	NA
CFP32	20/10/23	flat	light	111	castle	0.53	6.2	10.5	0	no 	no	NA	NA	NA	yes	NA
CFP33	20/10/23	flat	dark	111	castle	0.55	6.5	9.9	0	no 	no	NA	NA	NA	yes	NA
CFP34	20/10/23	flat	light	111	castle	0.47	6.3	10	0	no 	no	NA	NA	NA	yes	NA
CFP35	20/10/23	flat	dark	111	castle	0.53	6	10.5	0	no 	no	NA	NA	NA	yes	NA
CFP36	20/10/23	flat	dark	111	castle	0.62	7	10.8	0	no 	no	NA	NA	NA	yes	NA
CFP37	20/10/23	flat	light	111	castle	0.73	7	11.6	0	no 	no	NA	NA	NA	yes	NA
CFP38	20/10/23	flat	light	111	castle	0.42	5.6	10	0	no 	no	NA	NA	NA	yes	NA
CFP39	20/10/23	flat	dark	111	castle	0.77	6.4	11.5	0	no 	no	NA	NA	NA	yes	NA
CFP40	20/10/23	flat	dark	111	castle	0.68	6.5	11.4	0	no 	no	NA	NA	NA	yes	NA
CFP41	20/10/23	flat	light	111	castle	0.49	6	9.9	0	no 	no	NA	NA	NA	yes	NA
CFP42	20/10/23	flat	light	111	castle	1.11	8	13.7	0	no 	no	NA	NA	NA	yes	NA
CFP43	20/10/23	flat	light	111	castle	0.53	6.3	10.3	0	no 	no	NA	NA	NA	yes	NA
CFP44	20/10/23	flat	dark	111	castle	0.26	4.7	8.1	0	no 	no	NA	NA	NA	yes	NA
CFP45	20/10/23	flat	dark	111	castle	0.56	6.3	9.8	0	no 	no	NA	NA	NA	yes	NA
CFP46	20/10/23	flat	dark	111	castle	0.62	6.6	11.7	0	no 	no	NA	NA	NA	yes	NA
CFP47	20/10/23	flat	light	111	castle	0.52	6.1	10.3	0	no 	no	NA	NA	NA	yes	NA
CFP48	20/10/23	flat	light	111	castle	0.24	4.9	7.5	0	no 	no	NA	NA	NA	yes	NA
CFP49	20/10/23	flat	dark	111	castle	0.39	4.6	9.2	0	no 	no	NA	NA	NA	yes	NA
CFP50	20/10/23	flat	light	111	castle	0.45	5.9	9.1	0	no 	no	NA	NA	NA	yes	NA
CFP51	20/10/23	flat	light	111	castle	0.29	5.1	8.5	0	no 	no	NA	NA	NA	yes	NA
CFP52	20/10/23	flat	light	111	castle	0.26	4.9	7.9	0	no 	no	NA	NA	NA	yes	NA
CFP53	20/10/23	flat	dark	111	castle	0.32	6.1	8.9	0	no 	no	NA	NA	NA	yes	NA
CFP54	20/10/23	flat	light	111	castle	0.55	5.8	9.5	0	no 	no	NA	NA	NA	yes	NA
CFP55	20/10/23	flat	light	111	castle	0.68	6.6	11	0	no 	no	NA	NA	NA	yes	NA
CFP56	20/10/23	flat	light	111	castle	0.47	6.1	10.4	0	no 	no	NA	NA	NA	yes	NA
CFP57	20/10/23	flat	light	111	castle	0.36	6.1	9.9	0	no 	no	NA	NA	NA	yes	NA
CFP58	20/10/23	flat	dark	111	castle	0.43	6.6	10.2	0	no 	no	NA	NA	NA	yes	NA
CFP59	20/10/23	flat	dark	111	castle	0.82	7.4	11.9	0	no 	no	NA	NA	NA	yes	NA
CFP60	20/10/23	flat	light	111	castle	0.5	5.9	10.1	0	no 	no	NA	NA	NA	yes	NA
CFP61	20/10/23	flat	dark	111	castle	0.61	6.5	10.5	0	no 	no	NA	NA	NA	yes	NA
CFP62	20/10/23	flat	dark	111	castle	0.47	6.6	9.7	0	no 	no	NA	NA	NA	yes	NA
CFP63	20/10/23	flat	light	111	castle	0.39	6.5	9.9	0	no	no	NA	NA	NA	yes	NA
CFP64	20/10/23	flat	light	111	castle	0.44	6.3	10.5	0	no 	no	NA	NA	NA	yes	NA
CFP65	20/10/23	flat	dark	111	castle	0.46	6	10.1	0	no 	no	NA	NA	NA	yes	NA
CFP67	20/10/23	flat	dark	111	castle	0.62	6.6	10.3	0	no	no	NA	NA	NA	yes	NA
CFP68	20/10/23	flat	light	111	castle	0.61	6	10.5	0	no 	no	NA	NA	NA	yes	NA
CFP69	20/10/23	flat	dark	111	castle	0.51	6.1	10.4	0	no 	no	NA	NA	NA	yes	NA
CFP70	20/10/23	flat	light	111	castle	0.59	5.8	10	0	no 	no	NA	NA	NA	yes	NA
CFP71	20/10/23	flat	dark	111	castle	0.31	4.7	8.6	0	no 	no	NA	NA	NA	yes	NA
CFP72	20/10/23	flat	light	111	castle	0.48	5.5	9.9	0	no 	no	NA	NA	NA	yes	NA
CFP73	20/10/23	flat	light	111	castle	0.39	5	8.8	0	no 	no	NA	NA	NA	yes	NA
CFP74	20/10/23	flat	dark	111	castle	0.43	5.2	9.5	0	no 	no	NA	NA	NA	yes	NA
CFP75	20/10/23	flat	light	111	castle	0.76	6.3	11	0	no 	no	NA	NA	NA	yes	NA
CFP76	20/10/23	flat	light	111	castle	0.61	6.1	10.6	0	no 	no	NA	NA	NA	yes	NA
CFP77	20/10/23	flat	dark	111	castle	0.4	5	9.4	0	no 	no	NA	NA	NA	yes	NA
CFP78	20/10/23	flat	light	111	castle	0.45	5.4	9.3	0	no 	no	NA	NA	NA	yes	NA
CFP79	20/10/23	flat	dark	111	castle	0.55	6.1	10.7	0	no 	no	NA	NA	NA	yes	NA
CFP80	20/10/23	flat	dark	111	castle	0.58	6.3	10.5	0	no 	no	NA	NA	NA	yes	NA
CFP81	20/10/23	flat	dark	111	castle	1.07	8.1	13.7	0	no 	no	NA	NA	NA	yes	NA
CFP82	20/10/23	flat	dark	111	castle	0.45	5.9	10.4	0	no 	no	NA	NA	NA	yes	NA
CFP83	20/10/23	flat	light	111	castle	0.89	6.9	12.1	0	no 	no	NA	NA	NA	yes	NA
CFP84	20/10/23	flat	dark	111	castle	0.46	5.7	9.5	0	no 	no	NA	NA	NA	yes	NA
CFP85	20/10/23	flat	light	111	castle	0.46	5	9.7	0	no 	no	NA	NA	NA	yes	NA
CFP86	20/10/23	flat	light	111	castle	0.49	6.1	9.4	0	no 	no	NA	NA	NA	yes	NA
CFP87	20/10/23	flat	light	111	castle	0.62	6.7	10.7	0	no 	no	NA	NA	NA	yes	NA
CFP88	20/10/23	flat	dark	111	castle	0.53	5.6	10.8	0	no 	no	NA	NA	NA	yes	NA
CFP89	20/10/23	flat	dark	111	castle	0.52	6.1	10.5	0	no 	no	NA	NA	NA	yes	NA
CFP90	20/10/23	flat	light	111	castle	0.26	5.6	8.8	0	no 	no	NA	NA	NA	yes	NA
CFP91	20/10/23	flat	light	111	castle	0.53	6	10.6	0	no 	no	NA	NA	NA	yes	NA
CFP92	20/10/23	flat	dark	111	castle	0.48	5.4	10.2	0	no 	no	NA	NA	NA	yes	NA
CFP93	20/10/23	flat	dark	111	castle	0.51	6	10.7	0	no 	no	NA	NA	NA	yes	NA
CFP94	20/10/23	flat	light	111	castle	0.74	6.8	11.2	0	no 	no	NA	NA	NA	yes	NA
CFP95	20/10/23	flat	light	111	castle	0.46	5.4	9.7	0	no 	no	NA	NA	NA	yes	NA
CFP96	20/10/23	flat	dark	111	castle	0.9	7.6	12.1	0	no	no	NA	NA	NA	yes	NA
CFP97	20/10/23	flat	dark	111	castle	0.5	5.7	10.2	0	no	no	NA	NA	NA	yes	NA
CFP98	20/10/23	flat	dark	111	castle	0.67	6.5	10.7	0	no	no	NA	NA	NA	yes	NA
CFP99	20/10/23	flat	dark	111	castle	0.67	6.5	11.3	0	no	no	NA	NA	NA	yes	NA
CFP100	20/10/23	flat	light	111	castle	0.53	5.8	9.8	0	no	no	NA	NA	NA	yes	NA
CFP101	20/10/23	flat	dark	111	castle	0.46	5.7	9.3	0	no	no	NA	NA	NA	yes	NA
CFP102	20/10/23	flat	dark	111	castle	0.57	6	10.2	0	no	no	NA	NA	NA	yes	NA
CFP103	20/10/23	flat	light	111	castle	0.36	5.5	9	0	no	no	NA	NA	NA	yes	NA
CFP104	20/10/23	flat	light	111	castle	0.33	4	7.9	0	no	no	NA	NA	NA	yes	NA
CFP105	20/10/23	flat	dark	111	castle	0.51	5.5	9.8	0	no	no	NA	NA	NA	yes	NA
CFP106	20/10/23	flat	light	111	castle	0.24	4.9	6.8	0	no	no	NA	NA	NA	yes	NA
CFP107	20/10/23	flat	light	111	castle	0.38	5.7	9.4	0	no	no	NA	NA	NA	yes	NA
CFP108	20/10/23	flat	light	111	castle	0.48	5.9	9.8	0	no	no	NA	NA	NA	yes	NA
CFP109	20/10/23	flat	dark	111	castle	0.43	5.3	9.2	0	no	no	NA	NA	NA	yes	NA
CFP110	20/10/23	flat	dark	111	castle	0.55	5.9	9.5	0	no	no	NA	NA	NA	yes	NA
CFP111	20/10/23	flat	dark	111	castle	0.61	6.2	10.2	0	no	no	NA	NA	NA	yes	NA
CFP112	20/10/23	flat	dark	111	castle	0.78	6.7	10.8	0	no	no	NA	NA	NA	yes	NA
CFP113	20/10/23	flat	dark	111	castle	0.76	7.2	11.3	0	no	no	NA	NA	NA	yes	NA
CFP114	20/10/23	flat	dark	111	castle	0.65	6.4	10.6	0	no	no	NA	NA	NA	yes	NA
CFP115	20/10/23	flat	light	111	castle	0.45	5.2	9.3	0	no	no	NA	NA	NA	yes	NA
CFP116	20/10/23	flat	dark	111	castle	0.81	6.7	11.1	0	no	no	NA	NA	NA	yes	NA
CFP117	20/10/23	flat	dark	111	castle	0.8	6.8	11.2	0	no 	no	NA	NA	NA	yes	NA
CFP118	20/10/23	flat	light	111	castle	0.39	5.2	9.3	0	no 	no	NA	NA	NA	yes	NA
CFP119	20/10/23	flat	dark	111	castle	0.61	6.5	10.8	0	no	no	NA	NA	NA	yes	NA
CFP120	20/10/23	flat	dark	111	castle	0.53	5.7	10.1	0	no	no	NA	NA	NA	yes	NA
CFP121	20/10/23	flat	light	111	castle	0.48	6.5	9.7	0	no	no	NA	NA	NA	yes	NA
CFP122	20/10/23	flat	light	111	castle	0.18	4.4	8.2	0	no	no	NA	NA	NA	yes	NA
CFP123	20/10/23	flat	dark	111	castle	0.65	6.8	11.5	0	no	no	NA	NA	NA	yes	NA
CFP124	20/10/23	flat	light	111	castle	0.53	6.9	10.3	0	no	no	NA	NA	NA	yes	NA
CFP125	20/10/23	flat	light	111	castle	0.38	5.3	9.7	0	no	no	NA	NA	NA	yes	NA
CFP126	20/10/23	flat	dark	111	castle	0.55	6	11	0	no	no	NA	NA	NA	yes	NA
CFP127	20/10/23	flat	light	111	castle	0.64	6.8	11.2	0	no	no	NA	NA	NA	yes	NA
CFP128	20/10/23	flat	dark	111	castle	0.49	6.5	9.6	0	no	no	NA	NA	NA	yes	NA
CFP129	20/10/23	flat	dark	111	castle	0.44	5.7	9.3	0	no 	no	NA	NA	NA	yes	NA
CFP130	20/10/23	flat	light	111	castle	0.68	7.3	11.1	0	no 	no	NA	NA	NA	yes	yes
CFP131	20/10/23	flat	dark	111	castle	0.51	6.2	10.4	0	no 	no	NA	NA	NA	yes	no
CFP132	20/10/23	flat	dark	111	castle	0.45	7.4	10	0	no 	no	NA	NA	NA	yes	no 
CFP133	20/10/23	flat	dark	111	castle	0.6	7.4	11.2	0	no 	no	NA	NA	NA	yes	yes
CFP134	20/10/23	flat	light	111	castle	0.49	6.5	10	0	no 	no	NA	NA	NA	yes	yes
CFP135	20/10/23	flat	dark	111	castle	0.61	6.3	10.8	0	no 	no	NA	NA	NA	yes	yes
CFP136	20/10/23	flat	dark	111	castle	0.4	5.8	9.3	0	no 	no	NA	NA	NA	yes	yes
CFP137	20/10/23	flat	light	111	castle	0.34	5.1	7.8	0	no 	no	NA	NA	NA	yes	yes
CFP138	20/10/23	flat	dark	111	castle	0.35	5.4	8.6	0	no 	no	NA	NA	NA	yes	no 
CFP139	20/10/23	flat	light	111	castle	0.54	6.6	9.2	0	no 	no	NA	NA	NA	yes	yes
CFP140	20/10/23	flat	light	111	castle	0.56	7.6	10.8	0	no 	no	NA	NA	NA	yes	yes
CFP141	20/10/23	flat	light	111	castle	0.41	9.9	5.7	0	no 	no	NA	NA	NA	yes	yes
CFP142	20/10/23	flat	light	111	castle	0.46	6.6	10.1	0	no 	no	NA	NA	NA	yes	yes
CFP143	20/10/23	flat	light	111	castle	0.53	6.2	11.1	0	no 	no	NA	NA	NA	yes	no 
CFP144	20/10/23	flat	light	111	castle	0.49	6.3	10.4	0	no 	no	NA	NA	NA	yes	yes
CFP145	20/10/23	flat	light	111	castle	0.57	7	11.1	0	no 	no	NA	NA	NA	yes	no 
CFP146	20/10/23	flat	dark	111	castle	0.69	7.3	11.3	0	no 	no	NA	NA	NA	yes	yes
CFP147	20/10/23	flat	dark	111	castle	0.52	6.2	9.9	0	no 	no	NA	NA	NA	yes	no 
CFP148	20/10/23	flat	light	111	castle	0.5	6.2	10	0	no 	no	NA	NA	NA	yes	no 
CFP149	20/10/23	flat	light	111	castle	0.6	7.3	11	0	no 	no	NA	NA	NA	yes	yes
CFP150	20/10/23	flat	light	111	castle	0.39	5.4	9.1	0	no 	no	NA	NA	NA	yes	no
CFP151	20/10/23	flat	light	111	castle	0.39	5.8	9.5	0	no 	no	NA	NA	NA	yes	no
CFP152	20/10/23	flat	dark	111	castle	0.46	5.8	9.8	0	no 	no	NA	NA	NA	yes	no
CFP153	20/10/23	flat	light	111	castle	0.31	5.4	8.7	0	no 	no	NA	NA	NA	yes	yes
CFP154	20/10/23	flat	dark	111	castle	0.64	6.5	11	0	no 	no	NA	NA	NA	yes	yes
CFP155	20/10/23	flat	light	111	castle	0.45	5.9	9.7	0	no 	no	NA	NA	NA	yes	no
CFP156	20/10/23	flat	dark	111	castle	0.51	7	10.6	0	no 	no	NA	NA	NA	yes	no
CFP157	20/10/23	flat	dark	111	castle	0.74	7.5	11.5	0	no 	no	NA	NA	NA	yes	yes
CFP158	20/10/23	flat	light	111	castle	0.39	5.7	9.1	0	no 	no	NA	NA	NA	yes	no 
CFP159	20/10/23	flat	dark	111	castle	0.4	5.7	9.9	0	no 	no	NA	NA	NA	yes	no 
CFP160	20/10/23	flat	light	111	castle	0.28	5.3	8.8	0	no 	no	NA	NA	NA	yes	yes
CFP161	20/10/23	flat	light	111	castle	0.6	6.3	10.3	0	no 	no	NA	NA	NA	yes	yes
CFP162	20/10/23	flat	dark	111	castle	0.51	5.7	10.6	0	no 	no	NA	NA	NA	yes	yes
CFP163	20/10/23	flat	light	111	castle	0.55	6.5	10.9	0	no 	no	NA	NA	NA	yes	no 
CFP164	20/10/23	flat	dark	111	castle	0.53	6	10.5	0	no 	no	NA	NA	NA	yes	no 
CFP165	20/10/23	flat	light	111	castle	0.7	6.9	11.5	0	no 	no	NA	NA	NA	yes	no 
CFP166	20/10/23	flat	dark	111	castle	0.8	7	11.6	0	no 	no	NA	NA	NA	yes	no 
CFP167	20/10/23	flat	light	111	castle	0.42	5.9	9	0	no 	no	NA	NA	NA	yes	no 
CFP168	20/10/23	flat	light	111	castle	0.61	6	10.2	0	no 	no	NA	NA	NA	yes	no 
CFP169	20/10/23	flat	light	111	castle	0.34	5.3	9	0	no 	no	NA	NA	NA	yes	yes
CFP170	20/10/23	flat	dark	111	castle	0.47	5.8	10.1	0	no 	no	NA	NA	NA	yes	no 
CFP171	20/10/23	flat	light	111	castle	0.44	5.6	9.1	0	no 	no	NA	NA	NA	yes	no 
CFP172	20/10/23	flat	light	111	castle	0.27	5.1	7.9	0	no 	no	NA	NA	NA	yes	no 
CFP173	20/10/23	flat	dark	111	castle	0.52	6.3	10.5	0	no 	no	NA	NA	NA	yes	no 
CFP174	20/10/23	flat	dark	111	castle	0.64	6.4	11.4	0	no 	no	NA	NA	NA	yes	no 
CFP175	20/10/23	flat	dark	111	castle	0.5	6.4	10	0	no 	no	NA	NA	NA	yes	no 
CFP176	20/10/23	flat	light	111	castle	0.44	6.2	10.2	0	no 	no	NA	NA	NA	yes	no 
CFP177	20/10/23	flat	light	111	castle	0.42	5.7	9	0	no 	no	NA	NA	NA	yes	no 
CFP178	20/10/23	flat	dark	111	castle	0.49	6	10.1	0	no 	no	NA	NA	NA	yes	no 
CFP179	20/10/23	flat	dark	111	castle	0.48	6.3	10.1	0	no 	no	NA	NA	NA	yes	no 
CFP180	20/10/23	flat	light	111	castle	0.44	6.2	9.2	0	no 	no	NA	NA	NA	yes	no 
CFP181	20/10/23	flat	light	111	castle	0.5	6.5	9.9	0	no 	no	NA	NA	NA	yes	no 
CFP182	20/10/23	flat	dark	111	castle	0.52	6.8	9.9	0	no 	no	NA	NA	NA	yes	no 
CFP183	20/10/23	flat	light	111	castle	0.48	5.8	10	0	no 	no	NA	NA	NA	yes	no 
CFP184	20/10/23	flat	light	111	castle	0.39	6.6	10.3	0	no 	no	NA	NA	NA	yes	no 
CFP185	20/10/23	flat	light	111	castle	0.31	6.7	9.2	0	no 	no	NA	NA	NA	yes	no 
CFP186	20/10/23	flat	light	111	castle	0.38	5.8	8.7	0	no 	no	NA	NA	NA	yes	no 
CFP187	20/10/23	flat	dark	111	castle	0.56	7	10.7	0	no 	no	NA	NA	NA	yes	yes
CFP188	20/10/23	flat	light	111	castle	0.87	8.2	12.6	0	no 	no	NA	NA	NA	yes	no 
CFP189	20/10/23	flat	light	111	castle	0.62	7.8	11.2	0	no 	no	NA	NA	NA	yes	no 
CFP190	20/10/23	flat	light	111	castle	0.58	6.5	10.8	0	no 	no	NA	NA	NA	yes	no 
CFP191	20/10/23	flat	dark	111	castle	0.36	6.3	9.2	0	no 	no	NA	NA	NA	yes	no 
CFP192	20/10/23	flat	light	111	castle	0.4	5.6	9.3	0	no 	no	NA	NA	NA	yes	no 
CFP193	20/10/23	flat	dark	111	castle	0.41	6.6	9.5	0	no 	no	NA	NA	NA	yes	yes
CFP194	20/10/23	flat	dark	111	castle	0.55	6.6	10.6	0	no 	no	NA	NA	NA	yes	no 
CFP195	20/10/23	flat	light	111	castle	0.41	5.5	9.1	0	no 	no	NA	NA	NA	yes	yes
CFP196	20/10/23	flat	light	111	castle	0.39	5.4	9	0	no 	no	NA	NA	NA	yes	no 
CFP197	20/10/23	flat	light	111	castle	0.4	6.2	10.1	0	no 	no	NA	NA	NA	yes	no 
CFP198	20/10/23	flat	dark	111	castle	0.85	7.2	11.8	0	no 	no	NA	NA	NA	yes	no 
CFP199	20/10/23	flat	dark	111	castle	0.58	7	10.2	0	no 	no	NA	NA	NA	yes	yes
CFP200	20/10/23	flat	light	111	castle	0.57	6.3	10.4	0	no 	no	NA	NA	NA	yes	yes
CFP201	20/10/23	flat	light	111	castle	0.55	6	10.8	0	no 	no	NA	NA	NA	yes	no 
CFP202	20/10/23	flat	light	111	castle	0.52	6.7	10.7	0	no 	no	NA	NA	NA	yes	yes
CFP203	20/10/23	flat	light	111	castle	0.51	6.2	9.8	0	no 	no	NA	NA	NA	yes	no 
CFP204	20/10/23	flat	light	111	castle	0.44	6.4	10.9	0	no 	no	NA	NA	NA	yes	yes
CFP205	20/10/23	flat	dark	111	castle	0.44	6.1	10.1	0	no 	no	NA	NA	NA	yes	no 
CFP206	20/10/23	flat	light	111	castle	0.66	6.7	10.9	0	no 	no	NA	NA	NA	yes	no 
CFP207	20/10/23	flat	light	111	castle	0.46	6.5	9.9	0	no 	no	NA	NA	NA	yes	no 
CFP208	20/10/23	flat	dark	111	castle	0.52	6.8	10.6	0	no 	no	NA	NA	NA	yes	no 
CFP209	20/10/23	flat	light	111	castle	0.22	5.1	6.8	0	no 	no	NA	NA	NA	yes	no 
CFP210	20/10/23	flat	light	111	castle	0.35	7.4	9.9	0	no 	no	NA	NA	NA	yes	no 
CFP211	20/10/23	flat	dark	111	castle	0.46	5.9	9.3	0	no 	no	NA	NA	NA	yes	no 
CFP212	20/10/23	flat	light	111	castle	0.55	6.5	10.3	0	no 	no	NA	NA	NA	yes	no 
CFP213	20/10/23	flat	dark	111	castle	0.83	7.2	12	0	no 	no	NA	NA	NA	yes	no 
CFP214	20/10/23	flat	dark	111	castle	0.64	6.4	11.1	0	no 	no	NA	NA	NA	yes	no 
CFP215	20/10/23	flat	light	111	castle	0.76	7	11.9	0	no 	no	NA	NA	NA	yes	no 
CFP216	20/10/23	flat	dark	111	castle	0.69	6.6	11.6	0	no 	no	NA	NA	NA	yes	no 
CFP217	20/10/23	flat	dark	111	castle	0.86	6.8	12.1	0	no 	no	NA	NA	NA	yes	no 
CFP218	20/10/23	flat	light	111	castle	0.85	7	11.9	0	no 	no	NA	NA	NA	yes	no 
CFP219	20/10/23	flat	dark	111	castle	0.56	6.2	10.4	0	no 	no	NA	NA	NA	yes	no 
CFP220	20/10/23	flat	dark	111	castle	0.42	6.4	9.4	0	no 	no	NA	NA	NA	yes	no 
CFP221	20/10/23	flat	light	111	castle	0.54	6.3	10.4	0	no 	no	NA	NA	NA	yes	no 
CFP222	20/10/23	flat	dark	111	castle	0.56	7.6	10.1	0	no 	no	NA	NA	NA	yes	no 
CFP223	20/10/23	flat	light	111	castle	0.5	5.9	10.3	0	no 	no	NA	NA	NA	yes	no 
CFP224	20/10/23	flat	light	111	castle	1.03	7.3	13.5	0	no 	no	NA	NA	NA	yes	no 
CFP225	20/10/23	flat	dark	111	castle	0.45	5.8	10.3	0	no 	no	NA	NA	NA	yes	no 
CFP226	20/10/23	flat	light	111	castle	0.41	5.3	8.7	0	no 	no	NA	NA	NA	yes	no 
CFP227	20/10/23	flat	light	111	castle	0.66	6.7	11.4	0	no 	no	NA	NA	NA	yes	no
CFP228	20/10/23	flat	dark	111	castle	1.05	8	12.7	0	no 	no	NA	NA	NA	yes	no 
CFP229	20/10/23	flat	dark	111	castle	0.63	6.3	11.2	0	no	no	NA	NA	NA	yes	yes
CFP230	20/10/23	flat	dark	111	castle	0.44	5.5	9.7	0	no 	no	NA	NA	NA	yes	no 
CFP231	20/10/23	flat	dark	111	castle	0.4	5.9	10.1	0	no 	no	NA	NA	NA	yes	no 
CFP232	20/10/23	flat	light	111	castle	0.7	6.4	11	0	no 	no	NA	NA	NA	yes	no 
CFP233	20/10/23	flat	dark	111	castle	0.53	5.9	10.6	0	no 	no	NA	NA	NA	yes	no 
CFP234	20/10/23	flat	dark	111	castle	0.6	6.1	10.7	0	no 	no	NA	NA	NA	yes	yes
CFP235	20/10/23	flat	light	111	castle	0.49	5.7	10.2	0	no 	no	NA	NA	NA	yes	yes
CFP236	20/10/23	flat	light	111	castle	0.74	7.1	11.4	0	no 	no	NA	NA	NA	yes	yes
CFP237	20/10/23	flat	light	111	castle	0.56	6.1	10.2	0	no 	no	NA	NA	NA	yes	yes
CFP238	20/10/23	flat	dark	111	castle	0.43	5.8	9.9	0	no 	no	NA	NA	NA	yes	no 
CFP239	20/10/23	flat	light	111	castle	0.31	5.5	8.5	0	no 	no	NA	NA	NA	yes	no 
CFP240	20/10/23	flat	dark	111	castle	0.31	4.8	8.5	0	no 	no	NA	NA	NA	yes	yes
CFP241	20/10/23	flat	light	111	castle	0.56	6.7	10.6	0	no	no	NA	NA	NA	yes	yes 
CFP242	20/10/23	flat	light	111	castle	0.37	5.4	9.1	0	no 	no	NA	NA	NA	yes	yes 
CFP243	20/10/23	flat	light	111	castle	0.42	5.5	9.7	0	no 	no	NA	NA	NA	yes	no 
CFP244	20/10/23	flat	dark	111	castle	0.37	5.6	9.1	0	no 	no	NA	NA	NA	yes	yes 
CFP245	20/10/23	flat	light	111	castle	0.49	6	10	0	no 	no	NA	NA	NA	yes	no 
CFP246	20/10/23	flat	dark	111	castle	0.47	6	10.5	0	no 	no	NA	NA	NA	yes	yes 
CFP247	20/10/23	flat	light	111	castle	0.62	6.3	11.2	0	no	no	NA	NA	NA	yes	yes 
CFP248	20/10/23	flat	light	111	castle	0.5	6	10.2	0	no 	no	NA	NA	NA	yes	yes 
CFP249	20/10/23	flat	light	111	castle	0.51	5.8	10.1	0	no 	no	NA	NA	NA	yes	yes 
CFP250	20/10/23	flat	dark	111	castle	0.49	6	10	0	no 	no	NA	NA	NA	yes	no 
CFP251	20/10/23	flat	dark	111	castle	0.42	5.5	9.8	0	no 	no	NA	NA	NA	yes	yes 
CFP252	20/10/23	flat	dark	111	castle	0.53	6.1	10.5	0	no 	no	NA	NA	NA	yes	yes 
CFP253	20/10/23	flat	light	111	castle	0.59	6.2	10.9	0	no	no	NA	NA	NA	yes	yes 
CFP254	20/10/23	flat	dark	111	castle	0.44	5.6	9.9	0	no 	no	NA	NA	NA	yes	yes 
