snail_id	date	species	colour	beach_length	beach	weight	sh	sw	ssh	trematode_presence	egg_presence	parasite_collected	parasite_load	trematode_species	behaviour_study	microplastics
FCP8	16/11/23	common	NA	127	flushing	6.55	27.3	16.8	16.9	yes	no	yes	low	tbc	yes	NA
FCP9	16/11/23	common	NA	127	flushing	5.72	24.8	13.4	13.7	no	no	NA	NA	NA	yes	NA
FCP10	16/11/23	common	NA	127	flushing	4.74	22.7	14.4	12.9	no	no	NA	NA	NA	yes	NA
FCP11	16/11/23	common	NA	127	flushing	7.83	26.5	16.1	15	no	no	NA	NA	NA	yes	NA
FCP12	16/11/23	common	NA	127	flushing	7.52	27.8	18.1	14.4	yes	no	yes	low	NA	yes	NA
FCP13	16/11/23	common	NA	127	flushing	6.4	28	16	16.3	no	no	NA	NA	NA	yes	NA
FCP14	16/11/23	common	NA	127	flushing	6.07	24.7	15	14	no	no	NA	NA	NA	yes	NA
FCP15	16/11/23	common	NA	127	flushing	7.74	29.2	16.8	17	no	no	NA	NA	NA	yes	NA
FCP16	16/11/23	common	NA	127	flushing	4.2	22.7	14.5	12.7	no	no	NA	NA	NA	yes	NA
FCP17	16/11/23	common	NA	127	flushing	7.34	29.2	16.8	17.5	no	no	NA	NA	NA	yes	NA
FCP18	16/11/23	common	NA	127	flushing	5.61	24.8	14.9	14.5	no	no	NA	NA	NA	yes	NA
FCP19	16/11/23	common	NA	127	flushing	5.66	24.9	13.9	14.3	no	no	NA	NA	NA	yes	NA
FCP20	16/11/23	common	NA	127	flushing	5.59	25.9	14.4	14.7	no	no	NA	NA	NA	yes	NA
FCP21	16/11/23	common	NA	127	flushing	5.1	25.4	14.7	15.6	no	no	NA	NA	NA	yes	NA
FCP22	16/11/23	common	NA	127	flushing	4.32	24.1	13.4	13.6	no	no	NA	NA	NA	yes	NA
FCP23	16/11/23	common	NA	127	flushing	7.77	28.2	16.3	16.3	no	no	NA	NA	NA	yes	NA
FCP24	16/11/23	common	NA	127	flushing	5.53	26.4	15.3	13.9	no	no	NA	NA	NA	yes	NA
FCP25	16/11/23	common	NA	127	flushing	6.07	26.3	15.4	14.5	no	no	NA	NA	NA	yes	NA
FCP26	16/11/23	common	NA	127	flushing	6.86	26.4	15.8	15.2	no	no	NA	NA	NA	yes	NA
FCP27	16/11/23	common	NA	127	flushing	5.24	24.1	15.6	12.7	no	no	NA	NA	NA	yes	NA
FCP28	16/11/23	common	NA	127	flushing	5.93	27.7	16.6	17	yes	yes	yes	low	tbc	yes	NA
FCP29	16/11/23	common	NA	127	flushing	6.88	28.4	16.1	16.3	no	no	NA	NA	NA	yes	NA
FCP30	16/11/23	common	NA	127	flushing	4.72	23.2	14.3	13.6	no	no	NA	NA	NA	yes	NA
FCP31	16/11/23	common	NA	127	flushing	6.81	28.1	16.9	16.8	yes	no	yes	low	tbc	yes	
FCP32	16/11/23	common	NA	127	flushing	7.02	26.8	15.8	16	no	no	NA	NA	NA	yes	NA
FCP33	16/11/23	common	NA	127	flushing	6.29	26.5	15.2	15.2	no	no	NA	NA	NA	yes	NA
FCP34	16/11/23	common	NA	127	flushing	5.2	24.5	14.7	14.6	no	no	NA	NA	NA	yes	NA
FCP35	16/11/23	common	NA	127	flushing	6.06	26.7	15.3	16.1	no	no	NA	NA	NA	yes	NA
FCP36	16/11/23	common	NA	127	flushing	5.89	25.3	14.9	14.4	no	no	NA	NA	NA	yes	NA
FCP37	16/11/23	common	NA	127	flushing	7.61	28	16.1	16.6	no	no	NA	NA	NA	yes	NA
FCP38	16/11/23	common	NA	127	flushing	6.96	27.9	15.4	15.3	no	no	NA	NA	NA	yes	NA
FCP39	16/11/23	common	NA	127	flushing	5.92	26.5	15.2	15.1	yes	no	yes	medium	tbc	yes	NA
FCP40	16/11/23	common	NA	127	flushing	6.66	26.3	15.6	15.2	yes	no	yes	medium	tbc	yes	NA
FCP41	16/11/23	common	NA	127	flushing	5.7	26.5	16.1	16.1	no	no	NA	NA	NA	yes	NA
FCP42	16/11/23	common	NA	127	flushing	6.63	25.3	16.3	16.1	no	no	NA	NA	NA	yes	NA
FCP43	16/11/23	common	NA	127	flushing	6.04	25.2	15.7	15	no	no	NA	NA	NA	yes	NA
FCP44	16/11/23	common	NA	127	flushing	5.15	24.8	14.4	14.3	no	no	NA	NA	NA	yes	NA
FCP45	16/11/23	common	NA	127	flushing	5.81	25.8	15.4	15.2	no	no	NA	NA	NA	yes	NA
FCP46	16/11/23	common	NA	127	flushing	7.91	27.9	17.5	15.3	no	no	NA	NA	NA	yes	NA
FCP47	16/11/23	common	NA	127	flushing	5.91	26	15	15.1	no	no	NA	NA	NA	yes	NA
FCP48	16/11/23	common	NA	127	flushing	6.84	25.6	15.7	15.8	no	no	NA	NA	NA	yes	NA
FCP49	16/11/23	common	NA	127	flushing	6.68	27.1	14.9	15.1	no	no	NA	NA	NA	yes	NA
FCP50	16/11/23	common	NA	127	flushing	6.9	27.4	16.6	16.1	no	no	NA	NA	NA	yes	NA
FCP51	16/11/23	common	NA	127	flushing	5.03	22.9	14.6	13.5	no	no	NA	NA	NA	yes	NA
FCP52	16/11/23	common	NA	127	flushing	5.98	27.1	16.3	15.9	no	no	NA	NA	NA	yes	NA
FCP53	16/11/23	common	NA	127	flushing	5.66	26.7	15	15.8	no	no	NA	NA	NA	yes	NA
FCP54	16/11/23	common	NA	127	flushing	5.93	26.9	15.5	15.7	no	no	NA	NA	NA	yes	NA
FCP55	16/11/23	common	NA	127	flushing	4.99	23.7	14.3	13.2	no	no	NA	NA	NA	yes	NA
FCP56	16/11/23	common	NA	127	flushing	5.22	25.9	14.5	14.8	no	no	NA	NA	NA	yes	NA
FCP57	16/11/23	common	NA	127	flushing	5.75	25.5	14.4	14.8	no	no	NA	NA	NA	yes	NA
FCP58	16/11/23	common	NA	127	flushing	5.71	25.5	15.5	14.8	no	no	NA	NA	NA	yes	NA
FCP59	16/11/23	common	NA	127	flushing	5.1	25.6	14.3	15.1	no	no	NA	NA	NA	yes	NA
FCP60	16/11/23	common	NA	127	flushing	6.34	27.8	16.3	16.4	no	no	NA	NA	NA	yes	NA
FCP61	16/11/23	common	NA	127	flushing	5.95	25.9	15.2	14.2	no	no	NA	NA	NA	yes	NA
FCP62	16/11/23	common	NA	127	flushing	5.12	24.2	14.2	14.3	no	no	NA	NA	NA	yes	NA
FCP63	16/11/23	common	NA	127	flushing	6.47	26.2	16.1	14.7	no	no	NA	NA	NA	yes	NA
FCP64	16/11/23	common	NA	127	flushing	6.38	27.6	16.3	16.7	no	no	NA	NA	NA	yes	NA
FCP65	16/11/23	common	NA	127	flushing	6.64	26.7	16	14.9	no	no	NA	NA	NA	yes	NA
FCP66	16/11/23	common	NA	127	flushing	5.12	24	14.8	13.7	no	no	NA	NA	NA	yes	NA
FCP67	16/11/23	common	NA	127	flushing	5.13	26.2	15.8	15.8	no	no	NA	NA	NA	yes	NA
FCP68	16/11/23	common	NA	127	flushing	5.96	25.4	14.4	14.9	no	no	NA	NA	NA	yes	NA
FCP69	16/11/23	common	NA	127	flushing	5.4	23.7	15.1	14.1	no	no	NA	NA	NA	yes	NA
FCP70	16/11/23	common	NA	127	flushing	5.68	25.6	14.5	14.4	no	no	NA	NA	NA	yes	NA
FCP71	16/11/23	common	NA	127	flushing	4.26	24.4	13.9	14.1	no	no	NA	NA	NA	yes	NA
FCP72	16/11/23	common	NA	127	flushing	5.86	26.1	15.7	15.1	no	no	NA	NA	NA	yes	NA
FCP73	16/11/23	common	NA	127	flushing	5.58	25.3	13.8	13	no	no	NA	NA	NA	yes	NA
FCP74	16/11/23	common	NA	127	flushing	4.37	23.2	14	13.6	no	no	NA	NA	NA	yes	NA
FCP75	16/11/23	common	NA	127	flushing	5.04	25.1	13.7	14.6	no	no	NA	NA	NA	yes	NA
FCP76	16/11/23	common	NA	127	flushing	4.48	23.5	14.2	13.6	no	no	NA	NA	NA	yes	NA
FCP77	16/11/23	common	NA	127	flushing	4.92	23.9	13.3	13.7	no	no	NA	NA	NA	yes	NA
FCP78	16/11/23	common	NA	127	flushing	4.04	23	14.5	13.5	no	yes	NA	NA	NA	yes	NA
FCP79	16/11/23	common	NA	127	flushing	4.59	24.9	14.3	14.6	no	no	NA	NA	NA	yes	NA
FCP80	16/11/23	common	NA	127	flushing	3.5	21.2	12.2	11.8	no	no	NA	NA	NA	yes	NA
FCP81	16/11/23	common	NA	127	flushing	5.08	24.8	15.6	14.5	no	no	NA	NA	NA	yes	NA
FCP82	16/11/23	common	NA	127	flushing	4.65	24.8	13.5	14.2	no	no	NA	NA	NA	yes	NA
FCP83	16/11/23	common	NA	127	flushing	4.47	25.1	14.7	14.9	no	no	NA	NA	NA	yes	NA
FCP84	16/11/23	common	NA	127	flushing	4.28	24.3	14	14.5	no	no	NA	NA	NA	yes	NA
FCP85	16/11/23	common	NA	127	flushing	4.4	22.8	13.6	12.9	no	no	NA	NA	NA	yes	NA
FCP86	16/11/23	common	NA	127	flushing	5.26	26.2	16.2	16.2	no	no	NA	NA	NA	yes	NA
FCP87	16/11/23	common	NA	127	flushing	4.89	24.8	14.3	14.4	yes	no	yes	low	tbc	yes	NA
FCP88	16/11/23	common	NA	127	flushing	4.28	22.7	12.9	13	no	no	NA	NA	NA	yes	NA
FCP89	16/11/23	common	NA	127	flushing	5.61	25	15.6	13.5	no	no	NA	NA	NA	yes	NA
FCP90	16/11/23	common	NA	127	flushing	4.3	23.9	13.8	13.8	no	no	NA	NA	NA	yes	NA
FCP91	16/11/23	common	NA	127	flushing	4.92	24	13.7	13.6	no	no	NA	NA	NA	yes	NA
FCP92	16/11/23	common	NA	127	flushing	6.79	27.4	16.2	16.4	no	no	NA	NA	NA	yes	NA
FCP93	16/11/23	common	NA	127	flushing	4.26	24.3	14.1	14.8	no	no	NA	NA	NA	yes	NA
FCP94	16/11/23	common	NA	127	flushing	4.8	24	13.3	13	no	no	NA	NA	NA	yes	NA
FCP95	16/11/23	common	NA	127	flushing	5.04	23.9	14.1	14.2	no	no	NA	NA	NA	yes	NA
FCP96	16/11/23	common	NA	127	flushing	5.15	25	14.5	14.6	no	no	NA	NA	NA	yes	NA
FCP97	16/11/23	common	NA	127	flushing	3.87	22.6	13.5	12.7	no	no	NA	NA	NA	yes	NA
FCP98	16/11/23	common	NA	127	flushing	6.03	26.3	14.9	15.5	no	no	NA	NA	NA	yes	NA
FCP99	16/11/23	common	NA	127	flushing	4.25	22.6	13.5	11.8	no	no	NA	NA	NA	yes	NA
FCP100	16/11/23	common	NA	127	flushing	4.69	24.8	14.3	14.7	no	no	NA	NA	NA	yes	NA
FCP101	16/11/23	common	NA	127	flushing	5.67	25.6	15.7	14.8	yes	no	yes	low	tbc	yes	NA
FCP102	16/11/23	common	NA	127	flushing	4.97	25.1	15.1	15	no	no	NA	NA	NA	yes	NA
FCP103	16/11/23	common	NA	127	flushing	3.71	22.3	13.7	11.8	no	no	NA	NA	NA	yes	NA
FCP104	16/11/23	common	NA	127	flushing	5.71	26.1	16.2	15.3	no	no	NA	NA	NA	yes	NA
FCP105	16/11/23	common	NA	127	flushing	4.06	22.3	14.6	13.3	no	no	NA	NA	NA	yes	NA
FCP106	16/11/23	common	NA	127	flushing	5.03	24.1	14.4	14.4	no	no	NA	NA	NA	yes	NA
FCP107	16/11/23	common	NA	127	flushing	4.09	22.5	13.2	12.3	no	no	NA	NA	NA	yes	NA
FCP108	16/11/23	common	NA	127	flushing	4.54	22.6	14.4	12.8	no	no	NA	NA	NA	yes	NA
FCP109	16/11/23	common	NA	127	flushing	4.09	22.8	12.8	12.9	no	no	NA	NA	NA	yes	NA
FCP110	16/11/23	common	NA	127	flushing	3.99	22.5	14.2	12.7	no	no	NA	NA	NA	yes	NA
FCP111	16/11/23	common	NA	127	flushing	4	22.9	13.3	12.2	no	no	NA	NA	NA	yes	NA
FCP112	16/11/23	common	NA	127	flushing	4.45	21.9	14.1	12.4	no	no	NA	NA	NA	yes	NA
FCP113	16/11/23	common	NA	127	flushing	3.94	22.2	12.8	12.2	no	no	NA	NA	NA	yes	NA
FCP114	16/11/23	common	NA	127	flushing	4.11	23.2	13.2	13	no	no	NA	NA	NA	yes	NA
FCP115	16/11/23	common	NA	127	flushing	4.91	23.2	15.5	13.1	no	no	NA	NA	NA	yes	NA
FCP116	16/11/23	common	NA	127	flushing	6.38	26.6	16.6	15.9	no	no	NA	NA	NA	yes	NA
FCP117	16/11/23	common	NA	127	flushing	6.17	26	14.5	14.1	no	no	NA	NA	NA	yes	NA
FCP118	16/11/23	common	NA	127	flushing	4.75	23.2	14.1	13.6	no	no	NA	NA	NA	yes	NA
FCP119	16/11/23	common	NA	127	flushing	4.26	22.7	12.9	12.6	yes	no	yes	low	tbc	yes	NA
FCP120	16/11/23	common	NA	127	flushing	4.21	22.3	13	12.3	no	no	NA	NA	NA	yes	NA
FCP121	16/11/23	common	NA	127	flushing	3.27	21.2	12.6	11.8	no	no	NA	NA	NA	yes	NA
FCP122	16/11/23	common	NA	127	flushing	5.32	23.8	14.9	14	no	no	NA	NA	NA	yes	NA
FCP123	16/11/23	common	NA	127	flushing	3.82	21.8	13.8	12.6	no	no	NA	NA	NA	yes	NA
FCP124	16/11/23	common	NA	127	flushing	3.81	22.1	12.9	12.1	no	no	NA	NA	NA	yes	NA
FCP125	16/11/23	common	NA	127	flushing	4.54	22.4	14.3	13	no	no	NA	NA	NA	yes	NA
FCP126	16/11/23	common	NA	127	flushing	4.11	22.2	13.9	12.5	no	no	NA	NA	NA	yes	NA
FCP127	16/11/23	common	NA	127	flushing	5.22	24.6	15.1	14.5	no	no	NA	NA	NA	yes	NA
FCP128	16/11/23	common	NA	127	flushing	4.31	21.7	14.8	12.5	no	no	NA	NA	NA	yes	NA
FCP129	16/11/23	common	NA	127	flushing	3.39	20.7	12.8	11.3	no	no	NA	NA	NA	yes	NA
FCP130	16/11/23	common	NA	127	flushing	6.86	27.5	16	15.6	no	no	NA	NA	NA	yes	NA
FCP131	16/11/23	common	NA	127	flushing	6.63	27.1	15.9	15.6	no	no	NA	NA	NA	yes	NA
FCP132	16/11/23	common	NA	127	flushing	4.25	22.2	14.5	13.5	no	no	NA	NA	NA	yes	NA
FCP133	16/11/23	common	NA	127	flushing	4.81	23.6	13.9	13.3	no	no	NA	NA	NA	yes	NA
FCP134	16/11/23	common	NA	127	flushing	4.63	22.8	14.2	13.3	no	no	NA	NA	NA	yes	NA
FCP135	16/11/23	common	NA	127	flushing	4.81	23.9	14.4	14.1	no	no	NA	NA	NA	yes	NA
FCP136	16/11/23	common	NA	127	flushing	3.74	22.3	13.8	13	no	no	NA	NA	NA	yes	NA
FCP137	16/11/23	common	NA	127	flushing	5.21	24.6	14.5	14.4	no	no	NA	NA	NA	yes	NA
FCP138	16/11/23	common	NA	127	flushing	4.71	23.1	14.6	13.2	no	no	NA	NA	NA	yes	NA
FCP139	16/11/23	common	NA	127	flushing	6.29	26.7	15.8	15.8	no	no	NA	NA	NA	yes	NA
FCP140	16/11/23	common	NA	127	flushing	3.79	21.1	13	11.7	no	no	NA	NA	NA	yes	NA
FCP141	16/11/23	common	NA	127	flushing	4.3	23.4	14.9	14	no	no	NA	NA	NA	yes	NA
FCP142	16/11/23	common	NA	127	flushing	4.3	24	13.5	14.2	no	no	NA	NA	NA	yes	NA
FCP143	16/11/23	common	NA	127	flushing	4.09	24.6	12.9	11.7	no	no	NA	NA	NA	yes	NA
FCP144	16/11/23	common	NA	127	flushing	3.93	21.8	13.1	11.6	no	no	NA	NA	NA	yes	NA
FCP145	16/11/23	common	NA	127	flushing	3.75	21	12.2	11.5	no	no	NA	NA	NA	yes	NA
FCP146	16/11/23	common	NA	127	flushing	4.2	23	13.5	12.6	no	no	NA	NA	NA	yes	NA
FCP147	16/11/23	common	NA	127	flushing	4.1	21.4	13.5	12.6	no	no	NA	NA	NA	yes	NA
FCP148	16/11/23	common	NA	127	flushing	4.31	21.6	13.4	11.8	no	no	NA	NA	NA	yes	NA
FCP149	16/11/23	common	NA	127	flushing	3.93	21.7	13.6	12.3	no	no	NA	NA	NA	yes	NA
FCP150	16/11/23	common	NA	127	flushing	3.31	20.1	11.6	10.8	no	no	NA	NA	NA	yes	NA
FCP151	16/11/23	common	NA	127	flushing	5.51	22	18	13.4	no	no	NA	NA	NA	yes	NA
FCP152	16/11/23	common	NA	127	flushing	4.35	19.5	15	11.2	no	no	NA	NA	NA	yes	NA
FCP153	16/11/23	common	NA	127	flushing	6.55	25.4	18.8	14.9	no	no	NA	NA	NA	yes	NA
FCP154	16/11/23	common	NA	127	flushing	7.73	26.6	17.2	16.2	no	no	NA	NA	NA	yes	NA
FCP155	16/11/23	common	NA	127	flushing	5.88	21.9	18.8	15.2	no	no	NA	NA	NA	yes	NA
FCP156	16/11/23	common	NA	127	flushing	6.91	24	19.4	15.8	no	no	NA	NA	NA	yes	NA
FCP157	16/11/23	common	NA	127	flushing	4.35	21.2	16.2	12.8	no	no	NA	NA	NA	yes	NA
FCP158	16/11/23	common	NA	127	flushing	5.96	24.1	17.8	13.4	no	no	NA	NA	NA	yes	NA
FCP159	16/11/23	common	NA	127	flushing	7.66	28.4	20	17.4	no	no	NA	NA	NA	yes	NA
FCP160	16/11/23	common	NA	127	flushing	4.81	20.1	17.2	11.3	no	no	NA	NA	NA	yes	NA
FCP161	16/11/23	common	NA	127	flushing	7.78	27.1	19.8	15.1	no	no	NA	NA	NA	yes	NA
FCP162	16/11/23	common	NA	127	flushing	6.76	25.3	18.4	15.5	no	no	NA	NA	NA	yes	NA
FCP163	16/11/23	common	NA	127	flushing	5.23	22.3	17.7	12.5	no	no	NA	NA	NA	yes	NA
FCP164	16/11/23	common	NA	127	flushing	4.33	20.5	16.4	12.2	no	no	NA	NA	NA	yes	NA
FCP165	16/11/23	common	NA	127	flushing	5.69	25.6	18.5	15.2	no	no	NA	NA	NA	yes	NA
FCP166	16/11/23	common	NA	127	flushing	7.17	26.1	20.5	16	no	no	NA	NA	NA	yes	NA
FCP167	16/11/23	common	NA	127	flushing	7.18	26.4	20.7	14.4	no	no	NA	NA	NA	yes	NA
FCP168	16/11/23	common	NA	127	flushing	4.36	27.7	19.9	15.2	no	no	NA	NA	NA	yes	NA
FCP169	16/11/23	common	NA	127	flushing	4.33	20.6	17.5	12.4	no	no	NA	NA	NA	yes	NA
FCP170	16/11/23	common	NA	127	flushing	6.44	26.2	20	14.4	no	no	NA	NA	NA	yes	NA
FCP171	16/11/23	common	NA	127	flushing	7.52	16.9	20.4	15.9	no	no	NA	NA	NA	yes	NA
FCP172	16/11/23	common	NA	127	flushing	5.74	25.2	18.3	15.2	no	no	NA	NA	NA	yes	NA
FCP173	16/11/23	common	NA	127	flushing	4.18	23.4	17	13.9	no	no	NA	NA	NA	yes	NA
FCP174	16/11/23	common	NA	127	flushing	5.21	23.7	18.1	13.8	no	no	NA	NA	NA	yes	NA
FCP175	16/11/23	common	NA	127	flushing	7.01	25.9	20.7	16.1	no	no	NA	NA	NA	yes	NA
FCP176	16/11/23	common	NA	127	flushing	5.02	21.9	18	12.5	no	no	NA	NA	NA	yes	NA
FCP177	16/11/23	common	NA	127	flushing	7.46	27.8	21.5	16.3	yes	no	yes	medium	tbc	yes	NA
FCP178	16/11/23	common	NA	127	flushing	7.11	26.6	18.9	16.6	no	no	NA	NA	NA	yes	NA
FCP179	16/11/23	common	NA	127	flushing	4.15	21.5	17.6	11.3	no	no	NA	NA	NA	yes	NA
FCP180	16/11/23	common	NA	127	flushing	7.07	27.8	20.1	16.5	no	no	NA	NA	NA	yes	NA
FCP181	16/11/23	common	NA	127	flushing	6.6	25.4	18.7	14.4	no	no	NA	NA	NA	yes	NA
FCP182	16/11/23	common	NA	127	flushing	5.25	23.4	18.9	12	no	no	NA	NA	NA	yes	NA
FCP183	16/11/23	common	NA	127	flushing	5.3	23	18	13.1	no	no	NA	NA	NA	yes	NA
FCP184	16/11/23	common	NA	127	flushing	3.81	21.3	17.3	11.9	no	no	NA	NA	NA	yes	NA
FCP185	16/11/23	common	NA	127	flushing	5.49	23	17.5	13.7	no	no	NA	NA	NA	yes	NA
FCP186	16/11/23	common	NA	127	flushing	6.47	26.3	19.6	15.5	no	no	NA	NA	NA	yes	NA
FCP187	16/11/23	common	NA	127	flushing	6.39	14.6	18	14.6	yes	no	yes	low	tbc	yes	NA
FCP188	16/11/23	common	NA	127	flushing	6.79	25.1	18.7	14.6	yes	no	yes	low	tbc	yes	NA
FCP189	16/11/23	common	NA	127	flushing	4.09	22.6	17	12.3	yes	no	yes	low	tbc	yes	NA
FCP190	16/11/23	common	NA	127	flushing	7.46	28.2	10.7	16.2	yes	no	yes	low	tbc	yes	NA
FCP191	16/11/23	common	NA	127	flushing	5.82	24.4	17.9	14.2	yes	no	yes	low	tbc	yes	NA
FCP192	16/11/23	common	NA	127	flushing	4.85	23.1	17.3	12	yes	no	yes	low	tbc	yes	NA
FCP193	16/11/23	common	NA	127	flushing	6.07	24.6	19.3	14.6	yes	no	yes	low	tbc	yes	NA
FCP194	16/11/23	common	NA	127	flushing	4.85	23.7	18.2	13.4	no	no	NA	NA	NA	yes	NA
FCP195	16/11/23	common	NA	127	flushing	6.01	25.4	19.6	15.3	no	no	NA	NA	NA	yes	NA
FCP196	16/11/23	common	NA	127	flushing	6.07	25.3	19.7	14	no	no	NA	NA	NA	yes	NA
FCP197	16/11/23	common	NA	127	flushing	4.77	23.3	19.2	13	no	no	NA	NA	NA	yes	NA
FCP198	16/11/23	common	NA	127	flushing	4.32	23.7	17.7	13.4	no	no	NA	NA	NA	yes	NA
FCP199	16/11/23	common	NA	127	flushing	6.35	27.6	20.7	16.9	no	no	NA	NA	NA	yes	NA
FCP200	16/11/23	common	NA	127	flushing	6.8	26.4	21.1	15.8	no	no	NA	NA	NA	yes	NA
FCP201	16/11/23	common	NA	127	flushing	5.27	24.7	18.9	14.5	no	no	NA	NA	NA	yes	NA
FCP202	16/11/23	common	NA	127	flushing	5.64	23.3	19.4	13.7	no	no	NA	NA	NA	yes	NA
FCP203	16/11/23	common	NA	127	flushing	4.09	21.3	16.7	12	no	no	NA	NA	NA	yes	NA
FCP204	16/11/23	common	NA	127	flushing	7.74	26.3	21.7	15.7	no	no	NA	NA	NA	yes	NA
FCP205	16/11/23	common	NA	127	flushing	5.17	23.2	18.7	14.1	yes	no	yes	low	tbc	yes	NA
FCP206	16/11/23	common	NA	127	flushing	6.48	27.4	20.4	16.4	no	no	NA	NA	NA	yes	NA
FCP207	16/11/23	common	NA	127	flushing	5.08	22	19.1	13.8	no	no	NA	NA	NA	yes	NA
FCP208	16/11/23	common	NA	127	flushing	4.69	23.5	18.4	13.9	no	no	NA	NA	NA	yes	NA
FCP209	16/11/23	common	NA	127	flushing	4.63	22.8	17.3	13.2	no	no	NA	NA	NA	yes	NA
FCP210	16/11/23	common	NA	127	flushing	3.9	23.1	18.1	13.3	no	no	NA	NA	NA	yes	NA
FCP211	16/11/23	common	NA	127	flushing	4.01	21.7	16.3	12.4	no	no	NA	NA	NA	yes	NA
FCP212	16/11/23	common	NA	127	flushing	3.89	21.9	16.7	11.7	no	no	NA	NA	NA	yes	NA
FCP213	16/11/23	common	NA	127	flushing	4.97	23.7	18.4	13.6	no	no	NA	NA	NA	yes	NA
FCP214	16/11/23	common	NA	127	flushing	5.53	25	18.6	14	no	no	NA	NA	NA	yes	NA
FCP215	16/11/23	common	NA	127	flushing	4.78	24	17.1	13.4	no	no	NA	NA	NA	yes	NA
FCP216	16/11/23	common	NA	127	flushing	4.18	21.9	16.8	12.9	no	no	NA	NA	NA	yes	NA
FCP217	16/11/23	common	NA	127	flushing	2.65	18.2	15.7	10.7	no	no	NA	NA	NA	yes	NA
FCP218	16/11/23	common	NA	127	flushing	6.29	22.7	17.7	16.1	yes	no	yes	medium	tbc	yes	NA
FCP219	16/11/23	common	NA	127	flushing	6.17	26.1	19	15.7	no	no	NA	NA	NA	yes	NA
FCP220	16/11/23	common	NA	127	flushing	5.87	24.6	18.4	14.3	no	no	NA	NA	NA	yes	NA
FCP221	16/11/23	common	NA	127	flushing	6.96	27.4	20.8	16.6	no	no	NA	NA	NA	yes	NA
FCP222	16/11/23	common	NA	127	flushing	4.9	22.4	19.2	13	no	no	NA	NA	NA	yes	NA
FCP223	16/11/23	common	NA	127	flushing	5.2	22	18.1	11.7	no	no	NA	NA	NA	yes	NA
FCP224	16/11/23	common	NA	127	flushing	6.85	26.5	20.6	15	no	no	NA	NA	NA	yes	NA
FCP225	16/11/23	common	NA	127	flushing	5.9	26.5	18.7	15.9	no	no	NA	NA	NA	yes	NA
FCP226	16/11/23	common	NA	127	flushing	5.83	24.9	19.1	14.3	no	no	NA	NA	NA	yes	NA
FCP227	16/11/23	common	NA	127	flushing	5.77	24.5	19	14.3	no	no	NA	NA	NA	yes	NA
FCP228	16/11/23	common	NA	127	flushing	4.63	23.4	17.2	14.1	yes	no	yes	low	tbc	yes	NA
FCP229	16/11/23	common	NA	127	flushing	6.78	25.8	19.7	15.1	yes	yes	yes	high	tbc	yes	NA
FCP230	16/11/23	common	NA	127	flushing	4.05	23	16.8	14.1	no	no	NA	NA	NA	yes	NA
FCP231	16/11/23	common	NA	127	flushing	4.36	23.5	18	14.2	no	no	NA	NA	NA	yes	NA
FCP232	16/11/23	common	NA	127	flushing	4.55	17.8	18.3	13.2	no	no	NA	NA	NA	yes	NA
FCP233	16/11/23	common	NA	127	flushing	3.39	20	16.6	11.7	no	no	NA	NA	NA	yes	NA
FCP234	16/11/23	common	NA	127	flushing	5.65	24.8	18.7	14.7	yes	no	yes	low	tbc	yes	NA
FCP235	16/11/23	common	NA	127	flushing	4.47	22.1	18.1	13.2	no	no	NA	NA	NA	yes	NA
FCP236	16/11/23	common	NA	127	flushing	2.86	18.7	15	10.4	no	no	NA	NA	NA	yes	NA
FCP237	16/11/23	common	NA	127	flushing	4.22	21.7	17.4	13.8	no	no	NA	NA	NA	yes	NA
FCP238	16/11/23	common	NA	127	flushing	4.95	24.2	17.2	14.1	no	no	NA	NA	NA	yes	NA
FCP239	16/11/23	common	NA	127	flushing	3.88	22.6	16.8	12.7	yes	no	yes	low	tbc	yes	NA
FCP240	16/11/23	common	NA	127	flushing	5.25	24.6	19	13.3	no	no	NA	NA	NA	yes	NA
FCP241	16/11/23	common	NA	127	flushing	2.95	18.4	15.5	9.2	no	no	NA	NA	NA	yes	NA
FCP242	16/11/23	common	NA	127	flushing	4.36	22.7	17.6	14	no	no	NA	NA	NA	yes	NA
FCP243	16/11/23	common	NA	127	flushing	5.36	23.8	18.9	13.7	no	no	NA	NA	NA	yes	NA
FCP244	16/11/23	common	NA	127	flushing	3.34	21.4	16.5	12.4	no	no	NA	NA	NA	yes	NA
FCP245	16/11/23	common	NA	127	flushing	6.15	25.7	19.8	15.6	yes	no	yes	low	tbc	yes	NA
FCP246	16/11/23	common	NA	127	flushing	5.92	23.8	17.7	15	no	no	NA	NA	NA	yes	NA
FCP247	16/11/23	common	NA	127	flushing	4.01	22.6	17.7	13.7	no	no	NA	NA	NA	yes	NA
FCP248	16/11/23	common	NA	127	flushing	6.23	26.5	19.7	15.8	no	yes	NA	NA	NA	yes	NA
FCP249	16/11/23	common	NA	127	flushing	4.97	22.5	18.4	14.6	no	no	NA	NA	NA	yes	NA
FCP250	16/11/23	common	NA	127	flushing	5.43	24.7	19.3	13.8	no	no	NA	NA	NA	yes	NA
FCP251	16/11/23	common	NA	127	flushing	5.46	24.5	19.2	14	no	no	NA	NA	NA	yes	NA
FCP252	16/11/23	common	NA	127	flushing	4.03	22.5	17.6	11.7	no	no	NA	NA	NA	yes	NA
FCP253	16/11/23	common	NA	127	flushing	5.79	25.7	18.8	14.1	yes	no	yes	low	tbc	yes	NA
