snail_id	date	species	colour	Parasite	Movement	30	35	40	45	50	55	60	65	70	75	80	85	90	95	100	105	110	115	120	125	130	135	140	145	150	155	160	165	170	175	180	185	190	195	200	205	210	215	220	225	230	235	240	245	250
GFP1	24/10/23	flat	dark	no	2	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP2	24/10/23	flat	dark	no	9	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	dark	patterned	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP3	24/10/23	flat	light	no	25	dark	dark	dark	dark	dark	dark	dark	dark	patterned	light	dark	patterned	dark	patterned	dark	patterned	dark	dark	light	patterned	light	patterned	light	light	light	light	patterned	patterned	light	dark	dark	dark	dark	light	dark	dark	patterned	light	dark	dark	dark	light	dark	light	light
GFP4	24/10/23	flat	dark	no	0	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP5	24/10/23	flat	light	no	20	light	light	light	light	light	light	patterned	patterned	patterned	light	dark	light	light	light	light	light	patterned	light	light	light	patterned	dark	light	light	light	light	light	light	light	patterned	dark	dark	patterned 	dark	light	dark	patterned	light	light	light	patterned	light	patterned	patterned	patterned
GFP6	24/10/23	flat	light	no	19	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	dark	dark	patterned	patterned	patterned	dark	light	light	light	light	dark	dark	dark	light	patterned 	light	dark	light	patterned	light	patterned	patterned	light	light	dark	dark	light	dark	dark
GFP7	24/10/23	flat	dark	no	18	light	light	light	light	light	light	light	light	light	dark	dark	dark	light	patterned	patterned	patterned	patterned	patterned	dark	patterned	light	dark	light	patterned	dark	dark	dark	dark	dark	light	patterned 	patterned	dark	patterned	light	light	light	light	light	light	dark	light	light	light	light
GFP8	24/10/23	flat	dark	no	8	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP9	24/10/23	flat	dark	no	26	patterned	patterned	dark	dark	patterned	patterned	dark	dark	dark	dark	light	dark	patterned	light	light	dark	patterned	patterned	dark	light	patterned	patterned	patterned	patterned	patterned	light	patterned	light	patterned	patterned	dark	patterned	dark	light	light	dark	dark	dark	patterned	dark	light	patterned	light	light	light
GFP10	24/10/23	flat	dark	no	15	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned 	patterned	light	patterned	patterned	patterned	light	patterned	patterned	patterned	dark	dark	dark	dark	dark
GFP11	24/10/23	flat	dark	no	11	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	dark	patterned	patterned 	light	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark
GFP12	24/10/23	flat	dark	no	17	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	patterned	patterned	light	light	patterned	light	patterned	light	light	dark	light	dark	patterned	patterned	dark	light	patterned	dark	dark	patterned	dark	dark	dark
GFP13	24/10/23	flat	dark	no	28	patterned	dark	light	patterned 	dark	dark	dark	dark	dark	light	light	light	dark	patterned	dark	patterned	dark	patterned	light	dark	patterned	dark	patterned	light	dark	patterned	patterned	patterned	dark	dark	dark	dark	dark	light	dark	dark	dark	patterned	patterned	light	dark	light	patterned	dark	dark
GFP14	24/10/23	flat	light	no	13	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	light	light	light	light	light	patterned	patterned	patterned	light	patterned	dark	light	patterned	patterned	light	dark	dark	light	light	light	light	light	light	light	dark	dark	patterned	patterned	patterned	light	light	light	light
GFP15	24/10/23	flat	light	no	24	light	light	light	patterned 	patterned	patterned	dark	dark	patterned	dark	light	dark	light	dark	light	dark	dark	dark	light	light	light	patterned	light	light	dark	light	light	light	light	patterned	light	light	dark	dark	dark	patterned	patterned	dark	dark	dark	light	dark	light	light	light
GFP16	24/10/23	flat	light	no	8	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	patterned	patterned
GFP17	24/10/23	flat	light	no	7	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark
GFP18	24/10/23	flat	dark	no	7	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	patterned 	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark
GFP19	24/10/23	flat	dark	no	8	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned
GFP20	24/10/23	flat	dark	no	15	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	patterned	dark	patterned	patterned	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned
GFP21	24/10/23	flat	dark	no	9	light	dark	light	dark	light	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark
GFP22	24/10/23	flat	light	no	10	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	dark	patterned	patterned	dark	dark	dark	dark	patterned	patterned	patterned	dark	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	light
GFP23	24/10/23	flat	light	no	7	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light
GFP24	24/10/23	flat	dark	no	18	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	light	patterned	dark	dark	dark	dark	dark	patterned	dark	patterned	light	light	dark	light	light	dark	dark
GFP25	24/10/23	flat	dark	no	7	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	patterned 	dark	dark	dark	dark	dark	dark	dark	light	dark	light	light	light
GFP26	24/10/23	flat	dark	no	7	light	light	dark	dark	dark	dark	dark	dark	patterned	dark	patterned	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP27	24/10/23	flat	dark	no	14	light	light	light	patterned 	light	dark	patterned	light	patterned	dark	patterned	dark	light	light	light	light	light	light	light	light	light	light	patterned	dark	dark	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP28	24/10/23	flat	dark	no	4	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	light	light	light	light	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP29	24/10/23	flat	dark	no	11	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	dark	patterned	light	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned
GFP30	24/10/23	flat	dark	no	12	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	light	light	patterned	light	light	light	light	light	light	light	light	patterned	light	light	light	light	light	light	light	light	light	dark	light	light	light	dark	patterned	patterned	light	light	light	light	light	light	light
GFP31	24/10/23	flat	light	no	21	patterned	light	patterned	dark	patterned	patterned	patterned	dark	patterned	dark	dark	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	patterned	dark	patterned	dark	dark	patterned	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	dark	dark
GFP32	24/10/23	flat	dark	no	15	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	dark	light	light	light	dark	patterned	light	patterned	patterned 	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	light	dark	dark
GFP33	24/10/23	flat	light	no	6	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP34	24/10/23	flat	light	no	28	patterned	light	dark	dark	light	dark	dark	patterned	light	light	light	light	dark	patterned	dark	light	dark	patterned	light	patterned	patterned	light	light	dark	dark	dark	dark	dark	dark	light	light	patterned	patterned 	dark	patterned	patterned	dark	dark	patterned	dark	patterned	dark	patterned	dark	dark
GFP35	24/10/23	flat	light	no	6	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	dark	dark	patterned	patterned
GFP36	24/10/23	flat	light	no	18	light	light	patterned	dark	dark	patterned	light	light	light	light	light	patterned	patterned	light	light	patterned	dark	light	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	patterned	light	dark	light	patterned	patterned
GFP37	24/10/23	flat	light	no	8	dark	light	light	dark	patterned	light	light	light	light	light	light	light	light	patterned	light	light	light	light	light	light	light	light	light	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP38	24/10/23	flat	light	no	12	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	light	light	light	light	light	dark	dark	patterned	dark	light	light	dark	dark	light	light	patterned	light	light	patterned	light	light
GFP39	24/10/23	flat	light	no	9	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	dark	patterned	light	patterned	patterned	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned
GFP40	24/10/23	flat	light	no	13	light	patterned	patterned	patterned 	light	light	light	light	light	patterned	patterned	light	patterned	light	dark	dark	light	patterned	patterned	light	dark	dark	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP41	24/10/23	flat	dark	no	4	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP42	24/10/23	flat	dark	no	6	light	light	light	light	light	light	light	light	light	light	light	patterned	light	light	light	patterned	light	light	light	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP43	24/10/23	flat	light	no	24	dark	dark	dark	dark	dark	dark	light	patterned	patterned	light	light	dark	patterned	patterned	dark	patterned	light	dark	dark	light	light	dark	light	patterned	patterned	light	light	dark	dark	dark	light	dark	light	light	dark	dark	patterned	dark	dark	dark	patterned	light	patterned	patterned	patterned
GFP44	24/10/23	flat	light	no	16	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned 	dark	dark	patterned	dark	patterned	patterned	dark	dark	light	patterned	dark	dark
GFP45	24/10/23	flat	dark	no	5	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	light	light	light	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	dark	dark	dark	dark
GFP46	24/10/23	flat	dark	no	15	light	light	light	light	light	light	light	light	light	patterned	patterned	dark	light	dark	patterned	light	dark	dark	light	light	light	light	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	light	dark	dark
GFP47	24/10/23	flat	light	no	5	light	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned
GFP48	24/10/23	flat	dark	no	12	dark	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	dark	light	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	light	dark	dark	dark	dark	dark	dark	dark
GFP49	24/10/23	flat	light	no	11	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	light	light	light	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	light	patterned	patterned	dark	patterned	dark	dark	patterned	patterned
GFP50	24/10/23	flat	dark	no	31	patterned	patterned	patterned	dark	light	dark	patterned	dark	dark	light	patterned	light	dark	patterned	light	patterned	dark	light	dark	patterned	light	patterned	light	dark	patterned	light	patterned	patterned	patterned	patterned	light	patterned	dark	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	light
GFP51	24/10/23	flat	light	no	16	patterned	light	patterned	patterned 	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	light	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP52	24/10/23	flat	dark	no	6	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	light	dark	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP53	24/10/23	flat	light	no	9	light	light	light	light	light	light	light	light	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	patterned	dark	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	patterned	patterned	patterned	patterned
GFP54	24/10/23	flat	light	no	11	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	dark	patterned	patterned	light	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP55	24/10/23	flat	dark	no	19	patterned	patterned	patterned	patterned 	patterned	patterned	light	patterned	dark	patterned	light	patterned	patterned	patterned	dark	dark	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	patterned	light	light	light	light	light	patterned	patterned	dark	patterned	light	light	light	light	light	light	patterned	patterned
GFP56	24/10/23	flat	light	no	19	light	dark	patterned	dark	light	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	patterned	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	patterned	dark	patterned	dark	patterned	dark	dark	dark	dark
GFP57	24/10/23	flat	light	no	20	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	light	dark	dark	patterned	patterned	patterned	dark	patterned	patterned	patterned	light	light	dark	light	patterned	patterned	patterned	patterned	light	dark	light	patterned 	patterned	patterned 	light	patterned	light	light	light	light	light	light	light	light	light	light
GFP58	24/10/23	flat	dark	no	10	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	dark	patterned	patterned	patterned	patterned	dark	patterned 	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark
GFP59	24/10/23	flat	dark	no	8	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	light	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP60	24/10/23	flat	light	no	3	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned 	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP61	24/10/23	flat	dark	no	11	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	dark	patterned	patterned	light	light	patterned	dark	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP62	24/10/23	flat	light	no	13	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	light	light	dark	light	light	light	light	light	light	dark	light	light	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	light	light	patterned	light	light
GFP63	24/10/23	flat	light	no	13	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	dark	light	dark	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	patterned	patterned	dark	dark	dark	dark	patterned 	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP64	24/10/23	flat	light	no	11	dark	dark	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP65	24/10/23	flat	dark	no	7	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	dark	light	light	light	light	light	dark	light	light	light	light	light	light	light	dark	dark	dark	dark	dark	dark	dark
GFP66	24/10/23	flat	dark	no	5	light	patterned	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark
GFP67	24/10/23	flat	dark	no	5	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	light	light	light	patterned	dark	dark	dark	dark	dark	dark	dark	dark
GFP68	24/10/23	flat	dark	no	13	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	light	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	patterned	patterned
GFP69	24/10/23	flat	light	no	18	light	light	light	light	light	light	light	dark	patterned	patterned	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	dark	patterned	patterned	patterned	patterned	light	patterned	patterned 	dark	light	patterned	patterned	patterned	dark	dark	patterned	light	patterned	dark	dark
GFP70	24/10/23	flat	dark	no	25	patterned	dark	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	light	patterned	dark	dark	light	dark	light	patterned	light	patterned	patterned	patterned	light	patterned	light	light	light	patterned 	light	light	light	light	dark	light	dark	light	light	light	patterned	dark	patterned	patterned
GFP71	24/10/23	flat	light	no	17	patterned	dark	dark	dark	patterned	patterned	dark	dark	patterned	light	light	light	light	light	light	light	light	light	light	light	dark	dark	patterned	patterned	light	patterned	patterned	patterned	patterned	patterned	light	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	light	patterned	dark	light	light
GFP72	24/10/23	flat	light	no	10	patterned	patterned	patterned	patterned 	patterned	patterned	light	light	light	light	light	light	dark	light	light	dark	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	light	dark	dark
GFP73	24/10/23	flat	dark	no	20	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	light	patterned	patterned	patterned	patterned	dark	light	patterned	dark	patterned	dark	dark	dark	light	patterned	dark	patterned	light	patterned	light	light	dark	light	dark	dark	light	dark	patterned
GFP74	24/10/23	flat	dark	no	15	patterned	patterned	patterned	patterned 	patterned	dark	dark	dark	dark	dark	dark	dark	patterned	dark	dark	dark	dark	dark	dark	patterned	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned 	dark	dark	dark	patterned	patterned	patterned	dark	patterned	dark	dark	dark	dark	dark	light
GFP75	24/10/23	flat	dark	no	28	light	patterned	light	light	light	light	patterned	patterned	light	patterned	patterned	light	dark	dark	patterned	patterned	light	dark	patterned	dark	light	dark	light	light	light	light	light	light	light	patterned	light	patterned	light	patterned	dark	dark	light	patterned	light	light	light	patterned	dark	patterned	light
GFP76	24/10/23	flat	light	no	19	light	light	dark	light	patterned	patterned	patterned	light	light	dark	dark	patterned	patterned	light	patterned	light	patterned	light	patterned	patterned	dark	light	light	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned
GFP77	24/10/23	flat	light	no	9	light	light	light	light	light	light	light	patterned	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	patterned	dark	light	patterned	patterned	patterned	dark	dark	dark
GFP78	24/10/23	flat	light	no	12	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	light	dark
GFP79	24/10/23	flat	light	no	12	light	light	light	light	light	light	light	light	light	light	patterned	dark	dark	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	light	light	dark	patterned	patterned	light	light	dark	dark	light	dark
GFP80	24/10/23	flat	dark	no	25	dark	dark	dark	light	patterned	patterned	light	patterned	light	dark	light	light	light	light	patterned	dark	dark	light	patterned	patterned	dark	dark	patterned	patterned	patterned	patterned	dark	light	light	light	dark	dark	light	dark	light	dark	patterned	patterned	dark	light	patterned	light	light	light	light
GFP81	24/10/23	flat	dark	no	14	patterned	light	light	light	patterned	patterned	patterned	patterned	patterned	dark	dark	light	light	dark	light	dark	patterned	patterned	patterned	patterned	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	patterned	dark	patterned	patterned	patterned	patterned	dark	dark
GFP82	24/10/23	flat	light	no	16	dark	dark	patterned	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	patterned	light	dark	dark	dark	patterned	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	light	dark	dark	patterned	patterned	patterned	light	light	light	light	light
GFP83	24/10/23	flat	light	no	16	light	light	light	light	light	light	light	light	light	dark	light	light	patterned	dark	dark	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned 	patterned	patterned 	patterned	patterned	dark	patterned	patterned	light	light	dark	dark	patterned	patterned	patterned
GFP84	24/10/23	flat	dark	no	13	patterned	dark	dark	dark	light	light	patterned	dark	dark	dark	dark	dark	patterned	dark	patterned	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	light	patterned	dark	light	patterned	patterned	patterned	patterned	patterned	patterned
GFP85	24/10/23	flat	light	no	20	patterned	patterned	patterned	patterned 	patterned	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	patterned	light	patterned	patterned	patterned	patterned	patterned	patterned	patterned	dark	light	patterned	patterned	patterned	patterned	light	dark	dark	patterned	dark	patterned	patterned	dark	dark	dark	dark	patterned	light	patterned	light	light	dark
GFP86	24/10/23	flat	light	no	33	light	patterned	dark	patterned 	dark	light	patterned	dark	light	patterned	light	patterned	dark	light	dark	patterned	light	light	light	patterned	light	patterned	dark	light	light	light	light	dark	patterned	dark	patterned 	patterned	dark	dark	dark	dark	dark	light	light	light	patterned	light	dark	patterned	light
GFP87	24/10/23	flat	dark	no	7	light	light	light	light	light	light	light	light	light	light	light	light	light	light	dark	light	patterned	light	light	light	light	light	light	light	light	light	light	light	light	dark	patterned 	light	light	light	light	light	light	light	light	light	light	light	light	light	light
GFP88	24/10/23	flat	dark	no	8	patterned	dark	light	light	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	dark	light
